"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 20 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI"",""20"",""2022"",""PENYELENGGARAAN KEARSIPAN KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI"",""Jakarta"",""26 April 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn459-2022.pdf"",""10466"",""413"",""2022"",""459"",""20"",""28 April 2022"","""""																									
"Peraturan Menteri Luar Negeri Nomor 12 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN LUAR NEGERI"",""12"",""2022"",""SISTEM KLASIFIKASI KEAMANAN DAN KLASIFIKASI AKSES ARSIP DINAMIS KEMENTERIAN LUAR NEGERI DAN PERWAKILAN REPUBLIK INDONESIA"",""Jakarta"",""26 Agustus 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn890-2022.pdf"",""8918"",""559"",""2022"",""890"",""12"",""08 September 2022"","""""																									
"Peraturan Menteri Luar Negeri Nomor 4 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN LUAR NEGERI"",""4"",""2022"",""PENGELOLAAN ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN LUAR NEGERI DAN PERWAKILAN REPUBLIK INDONESIA"",""Jakarta"",""06 Januari 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn39-2022.pdf"",""7696"",""617"",""2022"",""39"",""4"",""17 Januari 2022"","""""																									
"Peraturan Menteri Dalam Negeri Nomor 83 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN DALAM NEGERI"",""83"",""2022"",""KODE KLASIFIKASI ARSIP DI LINGKUNGAN KEMENTERIAN DALAM NEGERI DAN PEMERINTAH DAERAH"",""Jakarta"",""20 September 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn969-2022.pdf"",""37138"",""11741"",""2022"",""969"",""83"",""23 September 2022"","""""																									
"Peraturan Menteri Koperasi dan UKM Nomor 12 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN KOPERASI, USAHA KECIL DAN MENENGAH"",""12"",""2022"",""KLASIFIKASI ARSIP DI LINGKUNGAN KEMENTERIAN KOPERASI DAN USAHA KECIL DAN MENENGAH"",""Jakarta"",""30 November 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1227-2022.pdf"",""2040"",""513"",""2022"",""1227"",""12"",""09 Desember 2022"","""""																									
"Peraturan Menteri Perindustrian Nomor 48 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN PERINDUSTRIAN"",""48"",""2022"",""PENYELENGGARAAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN PERINDUSTRIAN"",""Jakarta"",""28 Desember 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1375-2022.pdf"",""8603"",""1187"",""2022"",""1375"",""48"",""30 Desember 2022"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 1 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""1"",""2022"",""JADWAL RETENSI ARSIP KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""Jakarta"",""26 Januari 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn179-2022.pdf"",""10042"",""461"",""2022"",""179"",""1"",""15 Februari 2022"",""BENNY RIYANTO"""																									
"Peraturan Menteri Perdagangan Nomor 54 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN PERDAGANGAN"",""54"",""2022"",""KLASIFIKASI ARSIP KEMENTERIAN PERDAGANGAN"",""Jakarta"",""13 Desember 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1297-2022.pdf"",""10557"",""348"",""2022"",""1297"",""54"",""20 Desember 2022"","""""																									
"Peraturan Menteri Keuangan Nomor 152/PMK.01/2022  Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN KEUANGAN"",""152/PMK.01/2022"",""2022"",""PERUBAHAN ATAS PERATURAN MENTERI KEUANGAN NOMOR 196/PMK.01/2019 TENTANG PEDOMAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN KEUANGAN"",""Jakarta"",""31 Oktober 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1096-2022.pdf"",""9559"",""227"",""2022"",""1096"",""152/PMK.01/2022"",""31 Oktober 2022"","""""																									
"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 5 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""5"",""2022"",""KLASIFIKASI ARSIP KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""Jakarta"",""10 Januari 2022"",""YASONNA H. LAOLY"",""Berlaku"",""https://peraturan.go.id/files/bn29-2022.pdf"",""6476"",""1446"",""2022"",""29"",""5"",""13 Januari 2022"","""""																									
"Peraturan Menteri Koperasi dan UKM Nomor 13 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN KOPERASI, USAHA KECIL DAN MENENGAH"",""13"",""2022"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN KOPERASI DAN USAHA KECIL DAN MENENGAH"",""Jakarta"",""30 November 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1228-2022.pdf"",""7625"",""401"",""2022"",""1228"",""13"",""09 Desember 2022"","""""																									
"Peraturan Menteri Perdagangan Nomor 48 Tahun 2022,""PERATURAN MENTERI"",""KEMENTERIAN PERDAGANGAN"",""48"",""2022"",""PENYELENGGARAAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN PERDAGANGAN"",""Jakarta"",""09 Agustus 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn766-2022.pdf"",""954"",""242"",""2022"",""766"",""48"",""10 Agustus 2022"","""""																									
"Peraturan Arsip Nasional Nomor 11 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""11"",""2022"",""PAKAIAN DINAS PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""01 Desember 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1244-2022.pdf"",""8292"",""285"",""2022"",""1244"",""11"",""12 Desember 2022"","""""																									
"Peraturan Badan Pengawas Tenaga Nuklir Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS TENAGA NUKLIR"",""7"",""2022"",""PENYELENGGARAAN KEARSIPAN"",""Jakarta"",""15 November 2022"",""SUGENG SUMBARJO"",""Berlaku"",""https://peraturan.go.id/files/bn1180-2022.pdf"",""3931"",""245"",""2022"",""1180"",""7"",""23 November 2022"",""YASONNA H. LAOLY"""																									
"Peraturan Kejaksaan Agung Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""KEJAKSAAN AGUNG"",""7"",""2022"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS DI LINGKUNGAN KEJAKSAAN REPUBLIK INDONESIA"",""Jakarta"",""27 Oktober 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1103-2022.pdf"",""815"",""609"",""2022"",""1103"",""7"",""01 November 2022"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2022"",""ORGANISASI DAN TATA KERJA ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""21 Juni 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn624-2022.pdf"",""7807"",""313"",""2022"",""624"",""6"",""23 Juni 2022"","""""																									
"Peraturan Kejaksaan Agung Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""KEJAKSAAN AGUNG"",""9"",""2022"",""JADWAL RETENSI ARSIP DI LINGKUNGAN KEJAKSAAN REPUBLIK INDONESIA"",""Jakarta"",""27 Oktober 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1105-2022.pdf"",""10910"",""796"",""2022"",""1105"",""9"",""01 November 2022"","""""																									
"Peraturan Arsip Nasional Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""8"",""2022"",""JADWAL RETENSI ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""26 September 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1015-2022.pdf"",""10704"",""577"",""2022"",""1015"",""8"",""05 Oktober 2022"","""""																									
"Peraturan Badan Narkotika Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN NARKOTIKA NASIONAL"",""9"",""2022"",""PENCABUTAN PERATURAN KEPALA BADAN NARKOTIKA NASIONAL NOMOR 14 TAHUN 2014 TENTANG PEDOMAN NILAI-NILAI ORGANISASI DALAM PENGEMBANGAN BUDAYA KERJA DI LINGKUNGAN BADAN NARKOTIKA NASIONAL, PERATURAN KEPALA BADAN NARKOTIKA NASIONAL NOMOR 7 TAHUN 2015 TENTANG RENCANA STRATEGIS BADAN NARKOTIKA NASIONAL TAHUN 2015-2019, PERATURAN KEPALA BADAN NARKOTIKA NASIONAL NOMOR 3 TAHUN 2016 TENTANG PELAKSANAAN PERTANGGUNGJAWABAN ANGGARAN DI LINGKUNGAN BADAN NARKOTIKA NASIONAL, PERATURAN KEPALA BADAN NARKOTIKA NASIONAL NOMOR 5 TAHUN 2016 TENTANG KLASIFIKASI ARSIP BADAN NARKOTIKA NASIONAL, PERATURAN BADAN NARKOTIKA NASIONAL NOMOR 5 TAHUN 2018 TENTANG REVIU RENCANA STRATEGIS BADAN NARKOTIKA NASIONAL TAHUN 2015- 2019, DAN PERATURAN BADAN NARKOTIKA NASIONAL NOMOR 6 TAHUN 2019 TENTANG PENYELENGGARAAN PENELITIAN"",""Jakarta"",""29 November 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1296-2022.pdf"",""5437"",""243"",""2022"",""1296"",""9"",""20 Desember 2022"","""""																									
"Peraturan Badan Pengawas Obat dan Makanan Nomor 35 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS OBAT DAN MAKANAN"",""35"",""2022"",""PERUBAHAN ATAS PERATURAN BADAN PENGAWAS OBAT DAN MAKANAN NOMOR 3 TAHUN 2019 TENTANG JADWAL RETENSI ARSIP BADAN PENGAWAS OBAT DAN MAKANAN"",""Jakarta"",""27 Desember 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1324-2022.pdf"",""8535"",""154"",""2022"",""1324"",""35"",""27 Desember 2022"","""""																									
"Peraturan Badan Kepegawaian Negara Nomor 1 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN KEPEGAWAIAN NEGARA"",""1"",""2022"",""PEDOMAN PENGELOLAAN ARSIP DINAMIS"",""Jakarta"",""25 Januari 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn99-2022.pdf"",""9251"",""359"",""2022"",""99"",""1"",""26 Januari 2022"","""""																									
"Peraturan Badan Inteligen Negara Nomor 02 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN INTELIGEN NEGARA"",""02"",""2022"",""PENYELENGGARAAN KEARSIPAN BADAN INTELIJEN NEGARA"",""Jakarta"",""05 Januari 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn83-2022.pdf"",""5883"",""498"",""2022"",""83"",""02"",""20 Januari 2022"","""""																									
"Peraturan Badan Pangan Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PANGAN NASIONAL"",""9"",""2022"",""KLASIFIKASI ARSIP DI LINGKUNGAN BADAN PANGAN NASIONAL"",""Jakarta"",""07 November 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1130-2022.pdf"",""1319"",""209"",""2022"",""1130"",""9"",""14 November 2022"","""""																									
"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 4 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""4"",""2022"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS  DI LINGKUNGAN BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""Jakarta"",""01 Maret 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn233-2022.pdf"",""711"",""248"",""2022"",""233"",""4"",""04 Maret 2022"","""""																									
"Peraturan Kejaksaan Agung Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""KEJAKSAAN AGUNG"",""8"",""2022"",""KLASIFIKASI ARSIP DI LINGKUNGAN KEJAKSAAN REPUBLIK INDONESIA"",""Jakarta"",""27 Oktober 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1104-2022.pdf"",""3653"",""582"",""2022"",""1104"",""8"",""01 November 2022"","""""																									
"Peraturan Arsip Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""9"",""2022"",""KLASIFIKASI ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""26 September 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1016-2022.pdf"",""7049"",""418"",""2022"",""1016"",""9"",""05 Oktober 2022"","""""																									
"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 2 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""2"",""2022"",""KLASIFIKASI ARSIP DI LINGKUNGAN BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""Jakarta"",""01 Maret 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn231-2022.pdf"",""9226"",""232"",""2022"",""231"",""2"",""28 April 2022"","""""																									
"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 13 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN METEOROLOGI,KLIMATOLOGI,DAN GEOFISIKA"",""13"",""2022"",""PERUBAHAN ATAS PERATURAN BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA NOMOR 6 TAHUN 2019 TENTANG KLASIFIKASI ARSIP"",""Jakarta"",""21 November 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1249-2022.pdf"",""5359"",""401"",""2022"",""1249"",""13"",""13 Desember 2022"","""""																									
"Peraturan Komisi Pengawas Persaingan Usaha Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""KOMISI PENGAWAS PERSAINGAN USAHA"",""8"",""2022"",""JADWAL RETENSI ARSIP DI LINGKUNGAN KOMISI PENGAWAS PERSAINGAN USAHA"",""Jakarta"",""27 Desember 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn1360-2022.pdf"",""10185"",""184"",""2022"",""1360"",""8"",""29 Desember 2022"","""""																									
"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN METEOROLOGI,KLIMATOLOGI,DAN GEOFISIKA"",""7"",""2022"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS"",""Jakarta"",""20 Juli 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn802-2022.pdf"",""6421"",""268"",""2022"",""802"",""7"",""22 Agustus 2022"","""""																									
"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 3 Tahun 2022,""PERATURAN BADAN/LEMBAGA"",""BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""3"",""2022"",""JADWAL RETENSI ARSIP DI LINGKUNGAN BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA"",""Jakarta"",""01 Maret 2022"","""",""Berlaku"",""https://peraturan.go.id/files/bn232-2022.pdf"",""3912"",""203"",""2022"",""232"",""3"",""04 Maret 2022"","""""																									
"Peraturan Daerah Kabupaten Brebes Nomor 9 Tahun 2022,""PERATURAN DAERAH"",""KABUPATEN BREBES"",""9"",""2022"",""PENYELENGGARAAN KEARSIPAN"",""Brebes"",""21 November 2022"",""IDZA PRIYANTI"",""Berlaku"",""https://peraturan.go.id/files/perda-kabupaten-brebes-no-9-tahun-2022.pdf"",""185"",""217"","""","""",""9"","""","""""																									
"Peraturan Menteri Koperasi dan UKM Nomor 7 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN KOPERASI, USAHA KECIL DAN MENENGAH"",""7"",""2021"",""PENGELOLAAN ARSIP DINAMIS"",""Jakarta"",""21 Oktober 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1194-2021.pdf"",""1237"",""483"",""2021"",""1194"",""7"",""25 Oktober 2021"","""""																									
"Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 27 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT"",""27"",""2021"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS"",""Jakarta"",""16 Juni 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn924-2021.pdf"",""2244"",""439"",""2021"",""924"",""27"",""10 Agustus 2021"",""BENNY RIYANTO"""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 14 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""14"",""2021"",""PERUBAHAN KEDUA ATAS PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI NOMOR 2 TAHUN 2017 TENTANG SISTEM KLASIFIKASI KEAMANAN DAN HAK AKSES ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""Jakarta"",""14 Oktober 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1163-2021.pdf"",""8920"",""376"",""2021"",""1163"",""14"",""19 Oktober 2021"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 10 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""10"",""2021"",""PERUBAHAN KEDUA ATAS PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI NOMOR 1 TAHUN 2017 TENTANG POLA KLASIFIKASI ARSIP DI LINGKUNGAN KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""Jakarta"",""28 September 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1129-2021.pdf"",""3500"",""389"",""2021"",""1129"",""10"",""07 Oktober 2021"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 13 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""13"",""2021"",""PERUBAHAN ATAS PERATURAN MENTERI DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI NOMOR 2 TAHUN 2018 TENTANG PEDOMAN PENGELOLAAN ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""Jakarta"",""14 Oktober 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1162-2021.pdf"",""4794"",""323"",""2021"",""1162"",""13"",""19 Oktober 2021"","""""																									
"Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi  Nomor 3 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN DAN INVESTASI"",""3"",""2021"",""KLASIFIKASI ARSIP KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN DAN INVESTASI"",""Jakarta"",""31 Mei 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn590-2021.pdf"",""5662"",""454"",""2021"",""590"",""3"",""02 Juni 2021"","""""																									
"Peraturan Menteri Pertahanan Nomor 15 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""15"",""2021"",""PENGELOLAAN ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN PERTAHANAN"",""Jakarta"",""15 Oktober 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1317-2021.pdf"",""11658"",""408"",""2021"",""1317"",""15"",""02 Desember 2021"",""BENNY RIYANTO"""																									
"Peraturan Menteri Kelautan dan Perikanan Nomor 8 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN KELAUTAN DAN PERIKANAN"",""8"",""2021"",""PENYELENGGARAAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN KELAUTAN DAN PERIKANAN"",""Jakarta"",""10 Februari 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn157-2021.pdf"",""6224"",""270"",""2021"",""157"",""8"",""19 Februari 2021"",""WIDODO EKATJAHJANA"""																									
"Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 26 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT"",""26"",""2021"",""JADWAL RETENSI ARSIP"",""Jakarta"",""16 Juni 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn923-2021.pdf"",""6125"",""234"",""2021"",""923"",""26"",""10 Agustus 2021"",""BENNY RIYANTO"""																									
"Peraturan Menteri Kelautan dan Perikanan Nomor 9 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN KELAUTAN DAN PERIKANAN"",""9"",""2021"",""KLASIFIKASI ARSIP, JADWAL RETENSI ARSIP, DAN SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN KELAUTAN DAN PERIKANAN"",""Jakarta"",""12 Maret 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn226-2021.pdf"",""8829"",""561"",""2021"",""226"",""9"",""22 Maret 2021"","""""																									
"Peraturan Menteri Ketenagakerjaan Nomor 26 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN KETENAGAKERJAAN"",""26"",""2021"",""PENYELENGGARAAN KEARSIPAN DINAMIS KEMENTERIAN KETENAGAKERJAAN"",""Jakarta"",""30 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1498-2021.pdf"",""8252"",""303"",""2021"",""1498"",""26"",""31 Desember 2021"","""""																									
"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 10 Tahun 2021,""PERATURAN MENTERI"",""KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK"",""10"",""2021"",""PENYELENGGARAAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK"",""Jakarta"",""28 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1445-2021.pdf"",""2476"",""365"",""2021"",""1445"",""10"",""29 Desember 2021"",""BENNY RIYANTO"""																									
"Peraturan Badan Pengawas Tenaga Nuklir Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS TENAGA NUKLIR"",""6"",""2021"",""TATA NASKAH DINAS DAN KLASIFIKASI ARSIP BADAN PENGAWAS TENAGA NUKLIR"",""Jakarta"",""29 Desember 2021"",""SUGENG SUMBARJO"",""Berlaku"",""https://peraturan.go.id/files/bn1480-2021.pdf"",""5633"",""187"",""2021"",""1480"",""6"",""30 Desember 2021"",""BENNY RIYANTO"""																									
"Peraturan Badan Nasional Pencarian dan Pertolongan Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""BADAN NASIONAL PENCARIAN DAN PERTOLONGAN"",""6"",""2021"",""STANDAR OPERASIONAL PROSEDUR ADMINISTRASI PEMERINTAHAN DI LINGKUNGAN BADAN NASIONAL PENCARIAN DAN PERTOLONGAN"",""Jakarta"",""22 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1476-2021.pdf"",""2460"",""265"",""2021"",""1476"",""6"",""30 Desember 2021"","""""																									
"Peraturan Badan Amil Zakat Nasional Nomor 1 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""BADAN AMIL ZAKAT NASIONAL"",""1"",""2021"",""PEDOMAN TATA NASKAH DINAS"",""Jakarta"",""28 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1490-2021.pdf"",""5249"",""489"",""2021"",""1490"",""1"",""31 Desember 2021"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2021"",""PENGELOLAAN ARSIP ELEKTRONIK"",""Jakarta"",""25 Juni 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn759-2021.pdf"",""9878"",""817"",""2021"",""759"",""6"",""01 Juli 2021"",""WIDODO EKATJAHJANA"""																									
"Peraturan Arsip Nasional Nomor 20 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""20"",""2021"",""PENYELENGGARAAN PROGRAM REGISTRASI ARSIP SEBAGAI MEMORI KOLEKTIF BANGSA"",""Jakarta"",""27 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1441-2021.pdf"",""5397"",""444"",""2021"",""1441"",""20"",""28 Desember 2021"","""""																									
"Peraturan Komisi Pemilihan Umum Nomor 8 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMILIHAN UMUM"",""8"",""2021"",""PERUBAHAN ATAS PERATURAN KOMISI PEMILIHAN UMUM NOMOR 2 TAHUN 2021 TENTANG TATA NASKAH DINAS KOMISI PEMILIHAN UMUM, KOMISI PEMILIHAN UMUM PROVINSI, DAN KOMISI PEMILIHAN UMUM KABUPATEN/KOTA"",""Jakarta"",""31 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1505-2021.pdf"",""8417"",""186"",""2021"",""1505"",""8"",""31 Desember 2021"","""""																									
"Peraturan Komisi Pemilihan Umum Nomor 7 Tahun 2021,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMILIHAN UMUM"",""7"",""2021"",""SISTEM KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS KOMISI PEMILIHAN UMUM"",""Jakarta"",""23 Desember 2021"","""",""Berlaku"",""https://peraturan.go.id/files/bn1423-2021.pdf"",""8654"",""183"",""2021"",""1423"",""7"",""24 Desember 2021"",""BENNY RIYANTO"""																									
